Date,NAV
2015-11-23,19.2766
2015-11-24,19.3235
2015-11-26,19.4337
2015-11-27,19.5538
2015-11-30,19.5852
2015-12-01,19.6827
2015-12-02,19.6318
2015-12-03,19.5077
2015-12-04,19.3782
2015-12-07,19.4216
2015-12-08,19.2033
2015-12-09,18.8046
2015-12-10,19.0267
2015-12-11,18.9816
2015-12-14,18.9957
2015-12-15,19.0731
2015-12-16,19.2508
2015-12-17,19.448
2015-12-18,19.4321
2015-12-21,19.6178
2015-12-22,19.5275
2015-12-23,19.6917
2015-12-24,19.6668
2015-12-28,19.6579
2015-12-29,19.6933
2015-12-30,19.7107
2015-12-31,19.8198
2016-01-01,19.9242
2016-01-04,19.7157
2016-01-05,19.8971
2016-01-06,19.8243
2016-01-07,19.3264
2016-01-08,19.5722
2016-01-11,19.4081
2016-01-12,19.1785
2016-01-13,18.7597
2016-01-14,18.6251
2016-01-15,18.1814
2016-01-18,17.7825
2016-01-19,18.0351
2016-01-20,17.703
2016-01-21,17.5885
2016-01-22,18.1109
2016-01-25,18.289
2016-01-27,18.4385
2016-01-28,18.3596
2016-01-29,18.7529
2016-02-01,18.7221
2016-02-02,18.535
2016-02-03,18.1596
2016-02-04,18.2186
2016-02-05,18.4597
2016-02-08,18.42
2016-02-09,18.2679
2016-02-10,18.0962
2016-02-11,17.4028
2016-02-12,17.3727
2016-02-15,17.9245
2016-02-16,17.6134
2016-02-17,17.7258
2016-02-18,17.8007
2016-02-19,17.7576
2016-02-22,17.794
2016-02-23,17.669
2016-02-24,17.4136
2016-02-25,17.3004
2016-02-26,17.3204
2016-02-29,17.2527
2016-03-01,17.2757
2016-03-02,17.5242
2016-03-03,17.8779
2016-03-04,17.9961
2016-03-08,18.1215
2016-03-09,18.134
2016-03-10,18.0261
2016-03-11,17.9319
2016-03-14,18.0474
2016-03-15,17.9169
2016-03-16,17.9878
2016-03-17,18.0379
2016-03-18,18.1305
2016-03-21,18.3851
2016-03-22,18.5049
2016-03-23,18.4477
2016-03-28,18.2285
2016-03-29,18.2811
2016-03-30,18.5653
2016-03-31,18.5192
2016-04-01,18.6171
2016-04-04,18.6489
2016-04-05,18.4148
2016-04-06,18.499
2016-04-07,18.5544
2016-04-08,18.8231
2016-04-11,18.8611
2016-04-12,19.1257
2016-04-13,19.4402
2016-04-18,19.6625
2016-04-20,19.7694
2016-04-21,19.5376
2016-04-22,19.4827
2016-04-25,19.4752
2016-04-26,19.7453
2016-04-27,19.7245
2016-04-28,19.4532
2016-04-29,19.5219
2016-05-02,19.6199
2016-05-03,19.4948
2016-05-04,19.3828
2016-05-05,19.5169
