Date,NAV
2023-12-28,10.0674
2023-12-29,10.075
2024-01-01,10.0984
2024-01-02,10.0762
2024-01-03,9.9475
2024-01-04,9.99
2024-01-05,9.9294
2024-01-08,9.7791
2024-01-09,9.8195
2024-01-10,9.8972
2024-01-11,9.936
2024-01-12,9.9743
2024-01-15,10.1193
2024-01-16,10.1599
2024-01-17,10.0308
2024-01-18,9.9805
2024-01-19,10.2121
2024-01-23,9.9908
2024-01-24,10.3198
2024-01-25,10.4132
2024-01-29,10.7765
2024-01-30,10.6848
2024-01-31,10.8513
2024-02-01,10.9371
2024-02-02,11.2175
2024-02-05,11.4458
2024-02-06,11.6542
2024-02-07,11.7042
2024-02-08,11.683
2024-02-09,11.4818
2024-02-12,11.1054
2024-02-13,10.9883
2024-02-14,11.1379
2024-02-15,11.231
2024-02-16,11.2146
2024-02-19,11.2269
2024-02-20,11.2685
2024-02-21,11.1961
2024-02-22,11.4012
2024-02-23,11.4447
2024-02-26,11.3592
2024-02-27,11.3631
2024-02-28,11.1614
2024-02-29,11.3295
2024-03-01,11.7078
2024-03-04,11.7981
2024-03-05,11.7679
2024-03-06,11.6314
2024-03-07,11.7168
2024-03-11,11.4862
2024-03-12,11.1942
2024-03-13,10.5267
2024-03-14,10.8668
2024-03-15,10.8674
2024-03-18,10.9447
2024-03-19,10.7803
2024-03-20,10.732
2024-03-21,11.0912
2024-03-22,11.2512
2024-03-26,11.3122
2024-03-27,11.331
2024-03-28,11.3865
2024-03-31,11.3854
2024-04-01,11.7512
2024-04-02,11.9054
2024-04-03,11.9606
2024-04-04,11.9376
2024-04-05,11.9928
2024-04-08,12.0068
2024-04-09,12.0789
2024-04-10,12.2287
2024-04-12,12.136
2024-04-15,12.0865
2024-04-16,12.0577
2024-04-18,12.0342
2024-04-19,12.0413
2024-04-22,12.2065
2024-04-23,12.2844
2024-04-24,12.5022
2024-04-25,12.6933
2024-04-26,12.73
2024-04-29,12.671
2024-04-30,12.6291
2024-05-02,12.6145
2024-05-03,12.5109
2024-05-06,12.3536
2024-05-07,12.0248
2024-05-08,12.1531
2024-05-09,11.7805
2024-05-10,11.8892
2024-05-13,11.8903
2024-05-14,12.2304
2024-05-15,12.2942
2024-05-16,12.2917
2024-05-17,12.4806
2024-05-21,12.7436
2024-05-22,12.7698
2024-05-23,12.5648
2024-05-24,12.6039
2024-05-27,12.5615
2024-05-28,12.3934
2024-05-29,12.4158
2024-05-30,12.2604
2024-05-31,12.468
2024-06-03,13.0333
2024-06-04,11.7175
2024-06-05,12.1537
2024-06-06,12.4615
2024-06-07,12.6643
2024-06-10,12.7419
2024-06-11,12.8755
2024-06-12,12.8635
2024-06-13,12.9376
2024-06-14,12.9473
2024-06-18,12.9943
2024-06-19,13.0231
2024-06-20,13.3011
2024-06-21,13.2184
2024-06-24,13.1021
2024-06-25,13.0638
2024-06-26,13.1117
2024-06-27,13.0152
2024-06-28,13.1455
2024-07-01,13.2574
2024-07-02,13.2739
2024-07-03,13.3787
2024-07-04,13.381
2024-07-05,13.5401
2024-07-08,13.7095
2024-07-09,13.6933
2024-07-10,13.593
2024-07-11,13.6976
2024-07-12,13.6728
2024-07-15,13.7776
2024-07-16,13.7062
2024-07-18,13.6018
2024-07-19,13.368
2024-07-22,13.5722
2024-07-23,13.6177
2024-07-24,13.8349
2024-07-25,13.9536
2024-07-26,14.0875
2024-07-29,14.2861
2024-07-30,14.4192
2024-07-31,14.4572
2024-08-01,14.3405
2024-08-02,14.3733
2024-08-05,13.9066
2024-08-06,13.915
2024-08-07,14.5452
2024-08-08,14.5008
2024-08-09,14.372
2024-08-12,14.4019
2024-08-13,14.1096
2024-08-14,13.9464
2024-08-16,14.0883
2024-08-19,14.1699
2024-08-20,14.2368
2024-08-21,14.4092
2024-08-22,14.5667
2024-08-23,14.5671
2024-08-26,14.5895
2024-08-27,14.6567
2024-08-28,14.5405
2024-08-29,14.4504
2024-08-30,14.5129
2024-09-02,14.5374
2024-09-03,14.5407
2024-09-04,14.6301
2024-09-05,14.6668
2024-09-06,14.5762
2024-09-09,14.5573
2024-09-10,14.7167
2024-09-11,14.5342
2024-09-12,14.6023
2024-09-13,14.5881
2024-09-16,14.6447
2024-09-17,14.7533
2024-09-18,14.7645
2024-09-19,14.6253
2024-09-20,14.5703
2024-09-23,14.7561
2024-09-24,14.834
2024-09-25,14.8922
2024-09-26,14.9253
2024-09-27,15.0612
2024-09-30,15.1044
2024-10-01,15.337
2024-10-03,15.2195
2024-10-04,15.0103
2024-10-07,14.6497
2024-10-08,14.9017
2024-10-09,14.8693
2024-10-10,14.8712
2024-10-11,14.9028
2024-10-14,14.8459
2024-10-15,14.9657
2024-10-16,15.0129
2024-10-17,14.7211
2024-10-18,14.6047
2024-10-21,14.4053
2024-10-22,13.9362
2024-10-23,14.1819
2024-10-24,14.0957
2024-10-25,13.8039
2024-10-28,13.9773
2024-10-29,14.1231
2024-10-30,14.2629
2024-10-31,14.4041
2024-11-04,14.3595
2024-11-05,14.5009
2024-11-06,14.7002
2024-11-07,14.5345
2024-11-08,14.4041
2024-11-11,14.1768
