Date,NAV
2024-01-25,9.998
2024-01-29,10.0432
2024-01-30,9.9919
2024-01-31,10.0594
2024-02-01,10.0593
2024-02-02,10.1127
2024-02-05,10.1303
2024-02-06,10.1225
2024-02-07,10.1718
2024-02-08,10.188
2024-02-09,10.1994
2024-02-12,10.3537
2024-02-13,10.357
2024-02-14,10.4436
2024-02-15,10.4082
2024-02-16,10.36
2024-02-19,10.3985
2024-02-20,10.4676
2024-02-21,10.5034
2024-02-22,10.5736
2024-02-23,10.5616
2024-02-26,10.4194
2024-02-27,10.4829
2024-02-28,10.4333
2024-02-29,10.653
2024-03-01,10.9056
2024-03-04,10.7596
2024-03-05,10.6989
2024-03-06,10.6677
2024-03-07,10.6668
2024-03-11,10.4887
2024-03-12,10.2341
2024-03-13,9.8446
2024-03-14,10.0779
2024-03-15,10.1745
2024-03-18,10.1829
2024-03-19,10.0459
2024-03-20,10.1569
2024-03-21,10.3698
2024-03-22,10.4997
2024-03-26,10.3894
2024-03-27,10.3959
2024-03-28,10.4487
2024-03-31,10.4479
2024-04-01,10.5745
2024-04-02,10.5837
2024-04-03,10.5657
2024-04-04,10.5403
2024-04-05,10.6078
2024-04-08,10.6233
2024-04-09,10.5506
2024-04-10,10.581
2024-04-12,10.4841
2024-04-15,10.3499
2024-04-16,10.3894
2024-04-18,10.3366
2024-04-19,10.2966
2024-04-22,10.3797
2024-04-23,10.4545
2024-04-24,10.4569
2024-04-25,10.4631
2024-04-26,10.4806
2024-04-29,10.4924
2024-04-30,10.444
2024-05-02,10.4788
2024-05-03,10.4321
2024-05-06,10.3679
2024-05-07,10.2962
2024-05-08,10.3696
2024-05-09,10.1356
2024-05-10,10.1675
2024-05-13,10.1854
2024-05-14,10.285
2024-05-15,10.2573
2024-05-16,10.2737
2024-05-17,10.3206
2024-05-21,10.4376
2024-05-22,10.5844
2024-05-23,10.5862
2024-05-24,10.5442
2024-05-27,10.5101
2024-05-28,10.4957
2024-05-29,10.5175
2024-05-30,10.3811
2024-05-31,10.396
2024-06-03,10.5654
2024-06-04,10.1939
2024-06-05,10.6626
2024-06-06,10.7548
2024-06-07,10.8681
2024-06-10,10.924
2024-06-11,10.9274
2024-06-12,10.9088
2024-06-13,10.8505
2024-06-14,10.9903
2024-06-18,11.0651
2024-06-19,10.9926
2024-06-20,10.9728
2024-06-21,10.9017
2024-06-24,10.9145
2024-06-25,10.8646
2024-06-26,10.863
2024-06-27,10.8692
2024-06-28,10.9906
2024-07-01,11.1209
2024-07-02,11.0976
2024-07-03,11.1187
2024-07-04,11.1173
2024-07-05,11.1959
2024-07-08,11.3184
2024-07-09,11.3485
2024-07-10,11.4027
2024-07-11,11.4879
2024-07-12,11.4966
2024-07-15,11.5359
2024-07-16,11.6092
2024-07-18,11.6446
2024-07-19,11.5041
2024-07-22,11.5584
2024-07-23,11.6912
2024-07-24,11.8201
2024-07-25,11.8182
2024-07-26,11.904
2024-07-29,11.928
2024-07-30,11.9037
2024-07-31,11.982
2024-08-01,11.9211
2024-08-02,11.8575
2024-08-05,11.6074
2024-08-06,11.5167
2024-08-07,11.6646
2024-08-08,11.6348
2024-08-09,11.6753
2024-08-12,11.6088
2024-08-13,11.5286
2024-08-14,11.434
2024-08-16,11.5609
2024-08-19,11.5574
2024-08-20,11.6359
2024-08-21,11.7636
2024-08-22,11.815
2024-08-23,11.7879
2024-08-26,11.893
2024-08-27,11.8083
2024-08-28,11.7666
2024-08-29,11.7397
2024-08-30,11.7493
2024-09-02,11.7909
2024-09-03,11.7769
2024-09-04,11.7859
2024-09-05,11.8125
2024-09-06,11.7736
2024-09-09,11.8426
2024-09-10,11.9014
2024-09-11,11.8955
2024-09-12,11.9856
2024-09-13,11.9813
2024-09-16,11.9494
2024-09-17,11.9086
2024-09-18,11.9257
2024-09-19,11.9404
2024-09-20,11.9756
2024-09-23,12.0313
2024-09-24,11.9758
2024-09-25,11.899
2024-09-26,11.9283
2024-09-27,12.0351
2024-09-30,11.9466
2024-10-01,11.9255
2024-10-03,11.7425
