Date,NAV
2015-11-23,18.8187
2015-11-24,18.8817
2015-11-26,19.0004
2015-11-27,19.146
2015-11-30,19.1445
2015-12-01,19.1885
2015-12-02,19.0977
2015-12-03,19.0587
2015-12-04,19.0676
2015-12-07,19.1339
2015-12-08,18.8213
2015-12-09,18.4581
2015-12-10,18.7127
2015-12-11,18.6164
2015-12-14,18.5362
2015-12-15,18.6136
2015-12-16,18.8231
2015-12-17,19.0165
2015-12-18,18.9978
2015-12-21,19.0298
2015-12-22,18.9951
2015-12-23,19.1707
2015-12-24,19.1446
2015-12-28,19.2856
2015-12-29,19.418
2015-12-30,19.3843
2015-12-31,19.4411
2016-01-01,19.5036
2016-01-04,19.293
2016-01-05,19.4116
2016-01-06,19.3495
2016-01-07,19.0288
2016-01-08,19.2878
2016-01-11,19.0976
2016-01-12,18.8838
2016-01-13,18.598
2016-01-14,18.4288
2016-01-15,18.0762
2016-01-18,17.6992
2016-01-19,18.1241
2016-01-20,17.7779
2016-01-21,17.7391
2016-01-22,18.0704
2016-01-25,18.3025
2016-01-27,18.3513
2016-01-28,18.2662
2016-01-29,18.8215
2016-02-01,18.7183
2016-02-02,18.4245
2016-02-03,15.6782
2016-02-04,15.6944
2016-02-05,15.8278
2016-02-08,15.7588
2016-02-09,15.572
2016-02-10,15.4394
2016-02-11,14.8252
2016-02-12,14.8787
2016-02-15,15.2001
2016-02-16,14.8812
2016-02-17,14.9108
2016-02-18,14.9672
2016-02-19,14.9544
2016-02-22,14.9678
2016-02-23,14.8247
2016-02-24,14.6317
2016-02-25,14.5061
2016-02-26,14.4771
2016-02-29,14.484
2016-03-01,14.9045
2016-03-02,15.2139
2016-03-03,15.563
2016-03-04,15.5753
2016-03-08,15.6317
2016-03-09,15.6475
2016-03-10,15.5978
2016-03-11,15.5742
2016-03-14,15.6406
2016-03-15,15.5046
2016-03-16,15.4936
2016-03-17,15.5434
2016-03-18,15.5953
2016-03-21,15.6485
2016-03-22,15.667
2016-03-23,15.6939
2016-03-28,15.5199
2016-03-29,15.5268
2016-03-30,15.7748
2016-03-31,15.7827
2016-04-01,15.8588
2016-04-04,16.0398
2016-04-05,15.831
2016-04-06,15.8764
2016-04-07,15.8905
2016-04-08,15.9789
2016-04-11,16.0323
2016-04-12,16.2409
2016-04-13,16.4171
2016-04-18,16.6221
2016-04-20,16.5895
2016-04-21,16.5158
2016-04-22,16.4973
2016-04-25,16.5438
2016-04-26,16.7281
2016-04-27,16.77
2016-04-28,16.5948
2016-04-29,16.8063
2016-05-02,16.8741
2016-05-03,16.7337
2016-05-04,16.6032
2016-05-05,16.6969
2016-05-06,16.6299
2016-05-09,16.9058
2016-05-10,16.9032
