Date,NAV,1D_Abs,1M_Abs,3M_Abs,6M_Abs,YTD_Abs,1Y_Abs,1Y_CAGR,2Y_Abs,2Y_CAGR,3Y_Abs,3Y_CAGR,5Y_Abs,5Y_CAGR,10Y_Abs,10Y_CAGR,Inception_Abs,Inception_CAGR,ISIN,Scheme Name,Scheme Code
2025-11-26,13.3753,0.015295510786561106,-0.022766294778218565,0.051236304761305806,0.006145814527291238,-0.04517386369314902,-0.04039230035226682,-0.04039230035226682,,,,,,,,,0.3284566411410068,0.15998661691054927,INF966L01DG1,Quant Commodities Fund,152257
2025-11-26,12.9929,0.015252740726849234,-0.023926859684180513,0.04748506518111251,-0.0010609916427687383,-0.057590901507953096,-0.054243308754485575,-0.054243308754485575,,,,,,,,,0.2905914138705128,0.14259073792782684,INF966L01DD8,Quant Commodities Fund,152258
2025-11-26,13.3753,0.015295510786561106,-0.022766294778218565,0.051236304761305806,0.006145814527291238,-0.04517386369314902,-0.04039230035226682,-0.04039230035226682,,,,,,,,,0.3284566411410068,0.15998661691054927,INF966L01DH9,Quant Commodities Fund,152257
2025-11-26,13.3793,0.015290867974927513,-0.02277391882317714,0.05124498118188758,0.006166665413279482,-0.04514052441513572,-0.04035317998264221,-0.04035317998264221,,,,,,,,,0.3288539276739866,0.16016787253169618,INF966L01DF3,Quant Commodities Fund,152255
2025-11-26,12.9949,0.015258289321541163,-0.023930596762684497,0.04748585339115574,-0.0010608285224503744,-0.057589382841395365,-0.054249179421118954,-0.054249179421118954,,,,,,,,,0.29079007489520636,0.1426826371190224,INF966L01DC0,Quant Commodities Fund,152256
2025-11-26,12.9929,0.015252740726849234,-0.023926859684180513,0.04748506518111251,-0.0010609916427687383,-0.057590901507953096,-0.054243308754485575,-0.054243308754485575,,,,,,,,,0.2905914138705128,0.14259073792782684,INF966L01DE6,Quant Commodities Fund,152258
2025-11-26,220.1133,0.010175028293288424,-0.012139936441486143,0.04242967576760304,0.03303881851153778,0.0035498259053401426,-0.0080348379106987,-0.0080348379106987,0.37106877104597324,0.17092645842767307,0.890643896707163,0.23652598045755835,3.2247909804915125,0.3340160214482626,4.843167809037382,0.1930670069263063,4.844021059506646,0.1928828026855769,INF966L01671,QUANT SMALL CAP FUND,120827
2025-11-26,258.3756,0.010152127481977802,-0.0128366281366602,0.04019836491462847,0.02854194789369835,-0.00467929656847732,-0.017066014967572207,-0.017066014967572207,0.34586957688094455,0.16011619111231457,0.8337021428804621,0.22398547525030188,2.9618983946969335,0.31698450932348043,4.881288724796161,0.19384308994474564,4.882145637831414,0.19365798418398983,INF966L01AA0,QUANT SMALL CAP FUND,100177
2025-11-26,205.476,0.010151860027235449,-0.012835597030377843,0.04020942291755358,0.028549975597241817,-0.004695190445120345,-0.017079931976856866,-0.017079931976856866,0.34601023480304693,0.16017681187095234,0.8340536516658366,0.22406368027409496,2.9722010110480683,0.3176687416457884,4.503428326548104,0.18594167684699614,4.504224416430489,0.18576521008731128,INF966L01044,QUANT SMALL CAP FUND,100176
2025-11-26,205.476,0.010151860027235449,-0.012835597030377843,0.04020942291755358,0.028549975597241817,-0.004695190445120345,-0.017079931976856866,-0.017079931976856866,0.34601023480304693,0.16017681187095234,0.8340536516658366,0.22406368027409496,2.9722010110480683,0.3176687416457884,4.503428326548104,0.18594167684699614,4.504224416430489,0.18576521008731128,INF206A01022,QUANT SMALL CAP FUND,100176
2025-11-26,281.5842,0.01017514392036678,-0.012139161478001315,0.04243071759611472,0.03304195464265791,0.003557912211554548,-0.008025370047378577,-0.008025370047378577,0.37107406990825087,0.1709287211048549,0.8905830788691316,0.2365127215455518,3.2278767240525035,0.3342108348368864,5.355097453304565,0.20312907312475237,5.356015529772923,0.20293345592021828,INF966L01689,QUANT SMALL CAP FUND,120828
2025-11-26,220.1133,0.010175028293288424,-0.012139936441486143,0.04242967576760304,0.03303881851153778,0.0035498259053401426,-0.0080348379106987,-0.0080348379106987,0.37106877104597324,0.17092645842767307,0.890643896707163,0.23652598045755835,3.2247909804915125,0.3340160214482626,4.843167809037382,0.1930670069263063,4.844021059506646,0.1928828026855769,INF966L01663,QUANT SMALL CAP FUND,120827
2025-11-26,14.5475,0.007535304424913569,-0.02858001402290411,0.04960317460317465,-0.011302314833693594,-0.05624574264491233,-0.0694364485383483,-0.0694364485383483,0.28105214029711423,0.13183573909693913,,,,,,,0.45274521160798087,0.17792078047237414,INF966L01CN9,Quant Manufacturing Fund,151913
2025-11-26,14.6585,0.007533215569561991,-0.028582221102996797,0.049592221052706886,-0.011304388881769323,-0.056311642160018605,-0.06949654992922116,-0.06949654992922116,0.290156489288669,0.1358505576389304,,,,,,,0.46382991471768964,0.18185327595395484,INF966L01CP4,Quant Manufacturing Fund,151915
2025-11-26,15.0756,0.007572365211230725,-0.027455938895053378,0.05333174961396825,-0.004194436921613587,-0.043517431716524446,-0.055531888234557125,-0.055531888234557125,0.320903172670002,0.14930551754962096,,,,,,,0.5052870166049266,0.19641458523420474,INF966L01CJ7,Quant Manufacturing Fund,151916
2025-11-26,14.6585,0.007533215569561991,-0.028582221102996797,0.049592221052706886,-0.011304388881769323,-0.056311642160018605,-0.06949654992922116,-0.06949654992922116,0.290156489288669,0.1358505576389304,,,,,,,0.46382991471768964,0.18185327595395484,INF966L01CO7,Quant Manufacturing Fund,151915
