Date,NAV
2015-11-23,37.6647
2015-11-24,37.6858
2015-11-26,37.6871
2015-11-27,37.6702
2015-11-30,37.663
2015-12-01,37.667
2015-12-02,37.7126
2015-12-03,37.6278
2015-12-04,37.6
2015-12-07,37.6089
2015-12-08,37.5853
2015-12-09,37.5964
2015-12-10,37.5895
2015-12-11,37.5783
2015-12-14,37.5901
2015-12-15,37.5905
2015-12-16,37.6169
2015-12-17,37.649
2015-12-18,37.6278
2015-12-21,37.6215
2015-12-22,37.6329
2015-12-23,37.6558
2015-12-24,37.6616
2015-12-28,37.6797
2015-12-29,37.5841
2015-12-30,37.5817
2015-12-31,37.6432
2016-01-01,37.6809
2016-01-04,37.7072
2016-01-05,37.7277
2016-01-06,37.7318
2016-01-07,37.7574
2016-01-08,37.7671
2016-01-11,37.7718
2016-01-12,37.7716
2016-01-13,37.7402
2016-01-14,37.735
2016-01-15,37.7023
2016-01-18,37.7058
2016-01-19,37.7405
2016-01-20,37.77
2016-01-21,37.799
2016-01-22,37.7926
2016-01-25,37.7916
2016-01-27,37.8177
2016-01-28,37.8008
2016-01-29,37.8244
2016-02-01,37.8411
2016-02-02,37.8035
2016-02-03,37.697
2016-02-04,37.6666
2016-02-05,37.6992
2016-02-08,37.7474
2016-02-09,37.7517
2016-02-10,37.7539
2016-02-11,37.7613
2016-02-12,37.7423
2016-02-15,37.7496
2016-02-16,37.7274
2016-02-17,37.719
2016-02-18,37.7175
2016-02-19,37.7234
2016-02-22,37.7142
2016-02-23,37.6681
2016-02-24,37.6607
2016-02-25,37.5613
2016-02-26,37.5913
2016-02-29,37.808
2016-03-01,37.7194
2016-03-02,37.7264
2016-03-03,37.7082
2016-03-04,37.723
2016-03-08,37.747
2016-03-09,37.7523
2016-03-10,37.7482
2016-03-11,37.7512
2016-03-14,37.8576
2016-03-15,37.8877
2016-03-16,37.9103
2016-03-17,37.9758
2016-03-18,38.0042
2016-03-21,38.0621
2016-03-22,38.0908
2016-03-23,38.0852
2016-03-28,38.1677
2016-03-29,38.0634
2016-03-30,38.0854
2016-03-31,38.1396
2016-04-01,38.1429
2016-04-04,38.1958
2016-04-05,38.2195
2016-04-06,38.2496
2016-04-07,38.2797
2016-04-08,38.2845
2016-04-11,38.3394
2016-04-12,38.351
2016-04-13,38.3272
2016-04-18,38.3614
2016-04-20,38.3694
2016-04-21,38.3642
2016-04-22,38.368
2016-04-25,38.3768
2016-04-26,38.3893
2016-04-27,38.4216
2016-04-28,38.4219
2016-04-29,38.4287
2016-05-02,38.4473
2016-05-03,38.4439
2016-05-04,38.4628
2016-05-05,38.4778
2016-05-06,38.3757
2016-05-09,38.413
2016-05-10,38.4181
2016-05-11,38.4199
2016-05-12,38.4364
2016-05-13,38.4376
2016-05-16,38.4553
2016-05-17,38.4608
2016-05-18,38.419
2016-05-19,38.4357
2016-05-20,38.4399
2016-05-23,38.462
2016-05-24,38.4737
2016-05-25,38.4762
2016-05-26,38.4793
2016-05-27,38.49
2016-05-30,38.4056
2016-05-31,38.4003
2016-06-01,38.4036
2016-06-02,38.4302
2016-06-03,38.4149
2016-06-06,38.4425
2016-06-07,38.453
2016-06-08,38.4819
2016-06-09,38.4879
2016-06-10,38.4668
2016-06-13,38.4668
2016-06-14,38.4864
2016-06-15,38.481
2016-06-16,38.4629
2016-06-17,38.4535
2016-06-20,38.4832
2016-06-21,38.5081
2016-06-22,38.4291
2016-06-23,38.4314
2016-06-24,38.4367
2016-06-27,38.4917
2016-06-28,38.5144
2016-06-29,38.5578
2016-06-30,38.5897
2016-07-01,38.6165
2016-07-04,38.6442
2016-07-05,38.6995
2016-07-07,38.6971
2016-07-08,38.6969
2016-07-11,38.728
2016-07-12,38.8022
2016-07-13,38.8755
2016-07-14,38.8778
2016-07-15,38.8995
2016-07-18,38.9305
2016-07-19,38.965
2016-07-20,38.9912
2016-07-21,38.9939
2016-07-22,39.0503
2016-07-25,38.9877
2016-07-26,38.9895
2016-07-27,39.0227
2016-07-28,39.1379
2016-07-29,39.1438
2016-08-01,39.2401
2016-08-02,39.2492
2016-08-03,39.217
2016-08-04,39.2288
2016-08-05,39.2533
2016-08-08,39.2792
2016-08-09,39.3441
2016-08-10,39.3799
2016-08-11,39.4449
2016-08-12,39.473
2016-08-16,39.4807
2016-08-17,39.486
2016-08-18,39.4543
2016-08-19,39.4727
2016-08-22,39.4387
2016-08-23,39.4668
2016-08-24,39.4922
2016-08-25,39.5093
2016-08-26,39.5236
2016-08-29,39.5206
2016-08-30,39.5553
2016-08-31,39.4682
2016-09-01,39.4479
2016-09-02,39.4354
2016-09-06,39.4766
2016-09-07,39.5275
2016-09-08,39.5292
2016-09-09,39.5448
2016-09-12,39.54
2016-09-14,39.5398
2016-09-15,39.5466
2016-09-16,39.5603
2016-09-19,39.5851
2016-09-20,39.5977
2016-09-21,39.607
2016-09-22,39.6522
2016-09-23,39.6774
2016-09-26,39.8043
2016-09-27,39.8575
2016-09-28,39.7658
2016-09-29,39.6899
2016-09-30,39.733
2016-10-03,39.7989
2016-10-04,39.8561
2016-10-05,39.9173
2016-10-06,39.8927
2016-10-07,39.8803
2016-10-10,39.9147
2016-10-13,39.9289
2016-10-14,39.8992
2016-10-17,39.9091
2016-10-18,39.9331
2016-10-19,39.9369
2016-10-20,39.9377
2016-10-21,39.9396
2016-10-24,39.95
2016-10-25,39.943
2016-10-26,39.95
2016-10-27,39.9288
2016-10-28,39.9279
2016-11-01,39.9452
2016-11-02,39.8489
2016-11-03,39.8319
2016-11-04,39.8143
2016-11-07,39.8434
2016-11-08,39.8767
2016-11-09,39.9744
2016-11-10,40.0114
2016-11-11,39.9948
2016-11-15,40.1788
2016-11-16,40.2719
2016-11-17,40.2713
2016-11-18,40.2521
2016-11-21,40.4755
2016-11-22,40.4962
2016-11-23,40.5748
2016-11-24,40.6691
2016-11-25,40.6766
2016-11-28,40.6045
2016-11-29,40.6218
2016-11-30,40.6756
2016-12-01,40.71
2016-12-02,40.6983
2016-12-05,40.7572
2016-12-06,40.6171
2016-12-07,40.4189
2016-12-08,40.356
2016-12-09,40.354
2016-12-12,40.3737
2016-12-13,40.3523
2016-12-14,40.3984
2016-12-15,40.2914
2016-12-16,40.2845
2016-12-19,40.2956
2016-12-20,40.2993
2016-12-21,40.3128
2016-12-22,40.2859
2016-12-23,40.2704
2016-12-26,40.2558
2016-12-27,40.238
2016-12-28,40.2001
2016-12-29,40.2726
2016-12-30,40.3283
2017-01-02,40.3834
2017-01-03,40.3215
2017-01-04,40.3549
2017-01-05,40.356
2017-01-06,40.3448
2017-01-09,40.3394
2017-01-10,40.3627
2017-01-11,40.3591
2017-01-12,40.3983
2017-01-13,40.3712
2017-01-16,40.3598
2017-01-17,40.3805
2017-01-18,40.3682
2017-01-19,40.3585
2017-01-20,40.3464
2017-01-23,40.3707
2017-01-24,40.3932
2017-01-25,40.4051
2017-01-27,40.4106
2017-01-30,40.4152
2017-01-31,40.3185
2017-02-01,40.3134
2017-02-02,40.3657
2017-02-03,40.3722
2017-02-06,40.3598
2017-02-07,40.3521
2017-02-08,40.0926
2017-02-09,39.9586
2017-02-10,39.9878
2017-02-13,39.9925
2017-02-14,39.9862
2017-02-15,40.0155
2017-02-16,40.0553
2017-02-17,40.0659
2017-02-20,40.0371
2017-02-21,40.041
2017-02-22,40.0322
2017-02-23,40.0509
2017-02-27,40.0996
2017-02-28,40.106
2017-03-01,40.0611
2017-03-02,39.9731
2017-03-03,39.999
2017-03-06,39.9768
2017-03-07,39.9625
2017-03-08,39.9662
2017-03-09,39.9544
2017-03-10,39.9204
2017-03-14,39.9259
2017-03-15,40.0062
2017-03-16,40.0352
2017-03-17,40.0433
2017-03-20,40.0681
2017-03-21,40.1366
2017-03-22,40.1388
2017-03-23,40.2254
2017-03-24,40.2555
2017-03-27,40.2894
2017-03-28,40.3192
2017-03-29,40.3159
2017-03-30,40.3143
2017-03-31,40.2745
2017-04-03,40.2719
2017-04-05,40.2918
2017-04-06,40.199
2017-04-07,40.162
2017-04-10,40.1452
2017-04-11,40.2427
2017-04-12,40.2358
2017-04-13,40.2487
2017-04-17,40.1219
2017-04-18,40.1842
2017-04-19,40.2762
2017-04-20,40.2927
2017-04-21,40.3082
2017-04-24,40.316
2017-04-25,40.3414
2017-04-26,40.3707
2017-04-27,40.3119
2017-04-28,40.361
2017-05-02,40.2183
2017-05-03,40.1289
2017-05-04,40.1623
2017-05-05,40.1
2017-05-08,40.1177
2017-05-09,40.1104
2017-05-10,40.1543
2017-05-11,40.1327
2017-05-12,40.1229
2017-05-15,40.2351
2017-05-16,40.2433
2017-05-17,40.2205
2017-05-18,40.1917
2017-05-19,40.2338
2017-05-22,40.3646
2017-05-23,40.3256
2017-05-24,40.3172
2017-05-25,40.3756
2017-05-26,40.4688
2017-05-29,40.521
2017-05-30,40.5111
2017-05-31,40.4917
2017-06-01,40.5704
2017-06-02,40.6454
2017-06-05,40.6562
2017-06-06,40.5378
2017-06-07,40.6335
2017-06-08,40.6683
2017-06-09,40.7
2017-06-12,40.6958
2017-06-13,40.7641
2017-06-14,40.7482
2017-06-15,40.7438
2017-06-16,40.7975
2017-06-19,40.8359
2017-06-20,40.834
2017-06-21,40.8722
2017-06-22,40.8517
2017-06-23,40.8324
2017-06-27,40.8554
2017-06-28,40.8402
2017-06-29,40.7444
2017-06-30,40.824
2017-07-03,40.8616
2017-07-04,40.8799
2017-07-05,40.8847
2017-07-06,40.9016
2017-07-07,40.9313
2017-07-10,41.0308
2017-07-11,41.09
2017-07-12,41.1223
2017-07-13,41.1607
2017-07-14,41.2321
2017-07-17,41.234
2017-07-18,40.9523
2017-07-19,40.998
2017-07-20,40.9375
2017-07-21,40.9536
2017-07-24,40.9885
2017-07-25,40.9404
