Date,NAV
2015-11-23,12.0935
2015-11-24,12.1288
2015-11-26,12.2638
2015-11-27,12.2673
2015-11-30,12.3044
2015-12-01,12.3127
2015-12-02,12.2653
2015-12-03,12.2172
2015-12-04,12.2417
2015-12-07,12.2846
2015-12-08,12.1908
2015-12-09,12.0614
2015-12-10,12.1952
2015-12-11,12.0445
2015-12-14,12.0328
2015-12-15,12.1317
2015-12-16,12.2387
2015-12-17,12.3759
2015-12-18,12.3508
2015-12-21,12.3827
2015-12-22,12.3875
2015-12-23,12.418
2015-12-24,12.4508
2015-12-28,12.4899
2015-12-29,12.5219
2015-12-30,12.5562
2015-12-31,12.6233
2016-01-01,12.7099
2016-01-04,12.5933
2016-01-05,12.6934
2016-01-06,12.7531
2016-01-07,12.4643
2016-01-08,12.8117
2016-01-11,12.6277
2016-01-12,12.3926
2016-01-13,12.2493
2016-01-14,12.0847
2016-01-15,11.8407
2016-01-18,11.5576
2016-01-19,11.8691
2016-01-20,11.5937
2016-01-21,11.6027
2016-01-22,11.7851
2016-01-25,11.877
2016-01-27,11.9207
2016-01-28,11.8794
2016-01-29,12.1851
2016-02-01,12.2318
2016-02-02,12.0583
2016-02-03,11.9062
2016-02-04,11.816
2016-02-05,11.9151
2016-02-08,12.002
2016-02-09,11.8399
2016-02-10,11.6952
2016-02-11,11.2806
2016-02-12,11.327
2016-02-15,11.5277
2016-02-16,11.2951
2016-02-17,11.2862
2016-02-18,11.3613
2016-02-19,11.3752
2016-02-22,11.4025
2016-02-23,11.2124
2016-02-24,11.1124
2016-02-25,10.9401
2016-02-26,10.9785
2016-02-29,10.9343
2016-03-01,11.3066
2016-03-02,11.5065
2016-03-03,11.6234
2016-03-04,11.6507
2016-03-08,11.5858
2016-03-09,11.6585
2016-03-10,11.6453
2016-03-11,11.6013
2016-03-14,11.6242
2016-03-15,11.5565
2016-03-16,11.6263
2016-03-17,11.7352
2016-03-18,11.8209
2016-03-21,12.0685
2016-03-22,12.1193
2016-03-23,12.2068
2016-03-28,12.022
2016-03-29,12.0085
2016-03-30,12.2492
2016-03-31,12.2882
2016-04-01,12.3089
2016-04-04,12.3997
2016-04-05,12.2618
2016-04-06,12.3154
2016-04-07,12.2609
2016-04-08,12.3038
2016-04-11,12.3433
2016-04-12,12.3939
2016-04-13,12.5055
2016-04-18,12.6841
2016-04-20,12.6562
2016-04-21,12.6133
2016-04-22,12.608
2016-04-25,12.5961
2016-04-26,12.7151
2016-04-27,12.7347
2016-04-28,12.6696
2016-04-29,12.8328
2016-05-02,12.8796
2016-05-03,12.8224
2016-05-04,12.8456
2016-05-05,13.0078
2016-05-06,13.0567
2016-05-09,13.2599
2016-05-10,13.2834
2016-05-11,13.3812
2016-05-12,13.449
2016-05-13,13.4117
2016-05-16,13.4398
2016-05-17,13.4239
2016-05-18,13.5351
2016-05-19,13.4618
2016-05-20,13.4251
2016-05-23,13.4716
2016-05-24,13.4698
2016-05-25,13.5411
2016-05-26,13.5846
2016-05-27,13.6831
2016-05-30,13.6611
2016-05-31,13.7117
2016-06-01,13.8476
2016-06-02,13.902
2016-06-03,13.8879
2016-06-06,13.8795
2016-06-07,13.8027
2016-06-08,13.837
2016-06-09,13.7788
2016-06-10,13.7887
2016-06-13,13.7112
2016-06-14,13.742
2016-06-15,13.7799
2016-06-16,13.7355
2016-06-17,13.786
2016-06-20,13.7447
2016-06-21,13.7768
2016-06-22,13.8142
2016-06-23,13.8974
2016-06-24,13.738
2016-06-27,13.8147
2016-06-28,13.8257
2016-06-29,13.9629
2016-06-30,14.2285
2016-07-01,14.2334
2016-07-04,14.2387
2016-07-05,14.2586
2016-07-07,14.2457
2016-07-08,14.2215
2016-07-11,14.3108
2016-07-12,14.2769
2016-07-13,14.2076
2016-07-14,14.29
2016-07-15,14.238
2016-07-18,14.1845
2016-07-19,14.1523
2016-07-20,14.2416
2016-07-21,14.2076
2016-07-22,14.2893
2016-07-25,14.4256
2016-07-26,14.5445
2016-07-27,14.6394
2016-07-28,14.7132
2016-07-29,14.6985
2016-08-01,14.7777
2016-08-02,14.7484
2016-08-03,14.6963
2016-08-04,14.7029
2016-08-05,14.8995
2016-08-08,15.0588
2016-08-09,15.0823
2016-08-10,14.9662
2016-08-11,14.9465
2016-08-12,14.9906
2016-08-16,15.1202
2016-08-17,15.2525
2016-08-18,15.5132
2016-08-19,15.534
2016-08-22,15.405
2016-08-23,15.3838
2016-08-24,15.3686
2016-08-25,15.3015
2016-08-26,15.2297
2016-08-29,15.2902
2016-08-30,15.5182
2016-08-31,15.4716
2016-09-01,15.3787
2016-09-02,15.4364
2016-09-06,15.5262
2016-09-07,15.4196
2016-09-08,15.4495
2016-09-09,15.3664
2016-09-12,15.0746
2016-09-14,15.1492
2016-09-15,15.1369
2016-09-16,15.1326
2016-09-19,15.2166
2016-09-20,15.2582
2016-09-21,15.2629
2016-09-22,15.3558
2016-09-23,15.313
2016-09-26,15.2741
2016-09-27,15.2316
2016-09-28,14.039
2016-09-29,13.8268
2016-09-30,13.9243
2016-10-03,14.0639
2016-10-04,14.1013
2016-10-05,14.1679
2016-10-06,14.0915
2016-10-07,14.063
2016-10-10,14.1244
2016-10-13,13.9577
2016-10-14,14.0887
2016-10-17,14.1436
2016-10-18,14.2462
2016-10-19,14.2706
2016-10-20,14.2782
2016-10-21,14.1997
2016-10-24,14.2309
2016-10-25,14.4413
2016-10-26,14.3628
2016-10-27,14.2785
2016-10-28,14.3074
2016-11-01,14.4
2016-11-02,14.288
2016-11-03,14.1308
2016-11-04,13.9369
2016-11-07,14.1043
2016-11-08,14.187
2016-11-09,14.0362
2016-11-10,14.1601
2016-11-11,13.848
2016-11-15,13.3069
2016-11-16,13.2689
2016-11-17,13.2673
2016-11-18,13.2656
2016-11-21,12.9883
2016-11-22,13.1198
2016-11-23,13.3299
2016-11-24,13.2219
2016-11-25,13.4275
2016-11-28,13.3927
2016-11-29,13.3955
2016-11-30,13.49
2016-12-01,13.3649
2016-12-02,13.2675
2016-12-05,13.3262
2016-12-06,13.3731
2016-12-07,13.3613
2016-12-08,13.5397
2016-12-09,13.5498
2016-12-12,13.4075
2016-12-13,13.4068
2016-12-14,13.3049
2016-12-15,13.2802
2016-12-16,13.344
2016-12-19,13.2547
2016-12-20,13.1104
2016-12-21,13.0808
2016-12-22,12.9806
2016-12-23,12.9869
2016-12-26,12.8635
2016-12-27,12.9471
2016-12-28,12.9396
2016-12-29,13.0673
2016-12-30,13.1755
2017-01-02,13.1858
2017-01-03,13.2816
2017-01-04,13.3171
2017-01-05,13.4117
2017-01-06,13.4286
2017-01-09,13.4084
2017-01-10,13.4493
2017-01-11,13.5862
2017-01-12,13.5606
2017-01-13,13.5817
2017-01-16,13.5853
2017-01-17,13.6167
2017-01-18,13.7315
2017-01-19,13.7803
2017-01-20,13.6818
2017-01-23,13.7157
2017-01-24,13.816
2017-01-25,14.0107
2017-01-27,14.0869
2017-01-30,14.0708
2017-01-31,14.0487
2017-02-01,14.177
2017-02-02,14.2916
2017-02-03,14.265
2017-02-06,14.3781
2017-02-07,14.3969
