Date,NAV
2015-11-23,15.6918
2015-11-24,15.7045
2015-11-26,15.7388
2015-11-27,15.7551
2015-11-30,15.802
2015-12-01,15.806
2015-12-02,15.8007
2015-12-03,15.7954
2015-12-04,15.807
2015-12-07,15.7985
2015-12-08,15.7027
2015-12-09,15.4558
2015-12-10,15.6132
2015-12-11,15.5217
2015-12-14,15.4967
2015-12-15,15.5381
2015-12-16,15.7399
2015-12-17,15.8158
2015-12-18,15.7476
2015-12-21,15.79
2015-12-22,15.8194
2015-12-23,15.8712
2015-12-24,15.866
2015-12-28,15.9131
2015-12-29,15.9124
2015-12-30,15.8829
2015-12-31,15.9983
2016-01-01,16.0444
2016-01-04,15.9311
2016-01-05,16.0279
2016-01-06,16.0431
2016-01-07,16.0636
2016-01-08,16.1742
2016-01-11,16.0167
2016-01-12,15.8558
2016-01-13,15.7341
2016-01-14,15.6384
2016-01-15,15.4276
2016-01-18,15.3124
2016-01-19,15.4797
2016-01-20,15.2624
2016-01-21,15.2778
2016-01-22,15.4171
2016-01-25,15.5333
2016-01-27,15.5642
2016-01-28,15.5121
2016-01-29,15.6749
2016-02-01,15.6476
2016-02-02,15.5215
2016-02-03,15.358
2016-02-04,15.3344
2016-02-05,15.4988
2016-02-08,15.5074
2016-02-09,15.4276
2016-02-10,15.4105
2016-02-11,15.1135
2016-02-12,15.1002
2016-02-15,15.3351
2016-02-16,15.1657
2016-02-17,15.2158
2016-02-18,15.2495
2016-02-19,15.2161
2016-02-22,15.3339
2016-02-23,15.2264
2016-02-24,15.0958
2016-02-25,15.066
2016-02-26,15.0652
2016-02-29,15.0067
2016-03-01,15.2718
2016-03-02,15.3805
2016-03-03,15.5686
2016-03-04,15.6205
2016-03-08,15.6247
2016-03-09,15.6472
2016-03-10,15.6072
2016-03-11,15.5665
2016-03-14,15.5804
2016-03-15,15.4525
2016-03-16,15.5621
2016-03-17,15.6207
2016-03-18,15.6444
2016-03-21,15.7478
2016-03-22,15.843
2016-03-23,15.8959
2016-03-28,15.6384
2016-03-29,15.6166
2016-03-30,15.7476
2016-03-31,15.8271
2016-04-01,15.8105
2016-04-04,15.785
