Date,NAV
2015-11-23,12.7037
2015-11-24,12.6808
2015-11-26,12.6568
2015-11-27,12.7264
2015-11-30,12.8311
2015-12-01,12.8681
2015-12-02,12.8596
2015-12-03,12.8251
2015-12-04,12.7608
2015-12-07,12.7071
2015-12-08,12.4797
2015-12-09,12.3113
2015-12-10,12.4248
2015-12-11,12.2726
2015-12-14,12.3581
2015-12-15,12.4085
2015-12-16,12.4516
2015-12-17,12.5656
2015-12-18,12.6464
2015-12-21,12.7808
2015-12-22,12.7803
2015-12-23,12.8477
2015-12-24,12.8825
2015-12-28,12.8368
2015-12-29,12.8499
2015-12-30,12.9539
2015-12-31,13.0307
2016-01-01,13.2
2016-01-04,12.9794
2016-01-05,13.2663
2016-01-06,13.2038
2016-01-07,12.7861
2016-01-08,13.0032
2016-01-11,12.9905
2016-01-12,12.8361
2016-01-13,12.7618
2016-01-14,12.6011
2016-01-15,12.2897
2016-01-18,11.9536
2016-01-19,12.0067
2016-01-20,11.7547
2016-01-21,11.833
2016-01-22,12.0581
2016-01-25,12.1433
2016-01-27,12.2187
2016-01-28,12.1899
2016-01-29,12.3694
2016-02-01,12.3599
2016-02-02,12.1553
2016-02-03,11.8913
2016-02-04,11.7913
2016-02-05,11.8957
2016-02-08,11.9418
2016-02-09,11.7658
2016-02-10,11.5919
2016-02-11,11.0623
2016-02-12,11.0152
2016-02-15,11.4519
2016-02-16,11.1949
2016-02-17,11.2763
2016-02-18,11.3325
2016-02-19,11.4001
2016-02-22,11.3908
2016-02-23,11.2633
2016-02-24,11.1565
2016-02-25,10.9631
2016-02-26,10.9274
2016-02-29,10.8305
2016-03-01,11.1695
2016-03-02,11.361
2016-03-03,11.4401
2016-03-04,11.5133
2016-03-08,11.4163
2016-03-09,11.5647
2016-03-10,11.5532
2016-03-11,11.5005
2016-03-14,11.5523
2016-03-15,11.4692
2016-03-16,11.5076
2016-03-17,11.6792
2016-03-18,11.7065
2016-03-21,11.8779
2016-03-22,11.8403
2016-03-23,11.8535
2016-03-28,11.6418
2016-03-29,11.7201
2016-03-30,11.945
2016-03-31,12.0155
2016-04-01,12.0753
2016-04-04,12.1703
2016-04-05,11.9959
2016-04-06,12.1874
2016-04-07,12.1067
2016-04-08,12.1291
2016-04-11,12.2735
2016-04-12,12.2726
2016-04-13,12.3829
2016-04-18,12.6083
2016-04-20,12.5751
2016-04-21,12.4809
2016-04-22,12.4851
2016-04-25,12.4131
2016-04-26,12.543
2016-04-27,12.5005
2016-04-28,12.4452
2016-04-29,12.5107
2016-05-02,12.5166
2016-05-03,12.4506
2016-05-04,12.3174
2016-05-05,12.4372
2016-05-06,12.4217
2016-05-09,12.5595
2016-05-10,12.6175
2016-05-11,12.6317
2016-05-12,12.7363
2016-05-13,12.7981
2016-05-16,12.777
2016-05-17,12.7154
2016-05-18,12.7467
2016-05-19,12.632
2016-05-20,12.4865
2016-05-23,12.3976
2016-05-24,12.3334
2016-05-25,12.3819
2016-05-26,12.7018
2016-05-27,12.7144
2016-05-30,12.8013
2016-05-31,12.7
2016-06-01,12.6516
2016-06-02,12.7262
2016-06-03,12.7054
2016-06-06,12.8333
2016-06-07,12.9719
2016-06-08,13.0591
2016-06-09,13.108
2016-06-10,13.0812
2016-06-13,12.925
2016-06-14,12.9245
2016-06-15,13.0913
2016-06-16,13.074
2016-06-17,13.005
2016-06-20,13.0998
2016-06-21,13.1095
2016-06-22,13.003
2016-06-23,13.024
2016-06-24,12.8453
2016-06-27,12.9592
2016-06-28,13.1261
2016-06-29,13.3283
2016-06-30,13.4999
2016-07-01,13.5695
2016-07-04,13.6501
2016-07-05,13.6838
2016-07-07,13.73
2016-07-08,13.6898
2016-07-11,13.7727
2016-07-12,13.7719
2016-07-13,13.5902
2016-07-14,13.7012
2016-07-15,13.6449
2016-07-18,13.5934
2016-07-19,13.579
2016-07-20,13.6545
2016-07-21,13.5708
2016-07-22,13.6763
2016-07-25,13.7972
2016-07-26,13.7787
2016-07-27,13.8449
2016-07-28,13.8726
2016-07-29,13.8537
2016-08-01,13.8778
2016-08-02,13.8508
2016-08-03,13.7791
2016-08-04,13.9919
2016-08-05,14.1683
2016-08-08,14.2525
2016-08-09,14.2786
2016-08-10,14.2197
2016-08-11,14.1641
2016-08-12,14.1977
2016-08-16,14.124
2016-08-17,14.1922
2016-08-18,14.4175
2016-08-19,14.4678
2016-08-22,14.394
2016-08-23,14.3085
2016-08-24,14.3639
2016-08-25,14.4175
2016-08-26,14.4097
2016-08-29,14.4445
2016-08-30,14.5342
2016-08-31,14.704
2016-09-01,14.7226
2016-09-02,14.8512
2016-09-06,14.9911
2016-09-07,14.9444
2016-09-08,14.997
2016-09-09,14.8848
2016-09-12,14.4575
2016-09-14,14.5067
2016-09-15,14.5204
2016-09-16,14.5413
2016-09-19,14.5155
2016-09-20,14.7568
2016-09-21,14.8057
